prefix,opcode_hex,status,mnemonic,bytes,t_states,flags
FD,4E,VALID,"LD C,(IY+d)",3,19,------
FD,4F,ALIAS,"ALIAS",1,4,------
FD,50,ALIAS,"ALIAS",1,4,------
FD,51,ALIAS,"ALIAS",1,4,------
FD,52,ALIAS,"ALIAS",1,4,------
FD,53,ALIAS,"ALIAS",1,4,------
FD,54,UNDOCUMENTED,"LD D,IYH",2,8,------
FD,55,UNDOCUMENTED,"LD D,IYL",2,8,------
FD,56,VALID,"LD D,(IY+d)",3,19,------
FD,57,ALIAS,"ALIAS",1,4,------
FD,58,ALIAS,"ALIAS",1,4,------
FD,59,ALIAS,"ALIAS",1,4,------
FD,5A,ALIAS,"ALIAS",1,4,------
FD,5B,ALIAS,"ALIAS",1,4,------
FD,5C,UNDOCUMENTED,"LD E,IYH",2,8,------
FD,5D,UNDOCUMENTED,"LD E,IYL",2,8,------
FD,5E,VALID,"LD E,(IY+d)",3,19,------
FD,5F,ALIAS,"ALIAS",1,4,------
FD,60,UNDOCUMENTED,"LD IYH,B",2,8,------
FD,61,UNDOCUMENTED,"LD IYH,C",2,8,------
FD,62,UNDOCUMENTED,"LD IYH,D",2,8,------
FD,63,UNDOCUMENTED,"LD IYH,E",2,8,------
FD,64,UNDOCUMENTED,"LD IYH,IYH",2,8,------
FD,65,UNDOCUMENTED,"LD IYH,IYL",2,8,------
FD,66,VALID,"LD H,(IY+d)",3,19,------
FD,67,UNDOCUMENTED,"LD IYH,A",2,8,------
FD,68,UNDOCUMENTED,"LD IYL,B",2,8,------
FD,69,UNDOCUMENTED,"LD IYL,C",2,8,------
FD,6A,UNDOCUMENTED,"LD IYL,D",2,8,------
FD,6B,UNDOCUMENTED,"LD IYL,E",2,8,------
FD,6C,UNDOCUMENTED,"LD IYL,IYH",2,8,------
FD,6D,UNDOCUMENTED,"LD IYL,IYL",2,8,------
FD,6E,VALID,"LD L,(IY+d)",3,19,------
FD,6F,UNDOCUMENTED,"LD IYL,A",2,8,------
FD,70,VALID,"LD (IY+d),B",3,19,------
FD,71,VALID,"LD (IY+d),C",3,19,------
FD,72,VALID,"LD (IY+d),D",3,19,------
FD,73,VALID,"LD (IY+d),E",3,19,------
FD,74,VALID,"LD (IY+d),H",3,19,------
FD,75,VALID,"LD (IY+d),L",3,19,------
FD,76,ALIAS,"HALT",1,4,------
FD,77,VALID,"LD (IY+d),A",3,19,------
FD,78,ALIAS,"ALIAS",1,4,------
FD,79,ALIAS,"ALIAS",1,4,------
FD,7A,ALIAS,"ALIAS",1,4,------
FD,7B,ALIAS,"ALIAS",1,4,------
FD,7C,UNDOCUMENTED,"LD A,IYH",2,8,------
FD,7D,UNDOCUMENTED,"LD A,IYL",2,8,------
FD,7E,VALID,"LD A,(IY+d)",3,19,------
FD,7F,ALIAS,"ALIAS",1,4,------
FD,80,ALIAS,"ALIAS",1,4,------
FD,81,ALIAS,"ALIAS",1,4,------
FD,82,ALIAS,"ALIAS",1,4,------
FD,83,ALIAS,"ALIAS",1,4,------
FD,84,UNDOCUMENTED,"ADD A,IYH",2,8,***-0*
FD,85,UNDOCUMENTED,"ADD A,IYL",2,8,***-0*
FD,86,VALID,"ADD A,(IY+d)",3,19,***-0*
FD,87,ALIAS,"ALIAS",1,4,------
FD,88,ALIAS,"ALIAS",1,4,------
FD,89,ALIAS,"ALIAS",1,4,------
FD,8A,ALIAS,"ALIAS",1,4,------
FD,8B,ALIAS,"ALIAS",1,4,------
FD,8C,UNDOCUMENTED,"ADC A,IYH",2,8,***-0*
FD,8D,UNDOCUMENTED,"ADC A,IYL",2,8,***-0*
FD,8E,VALID,"ADC A,(IY+d)",3,19,***-0*
FD,8F,ALIAS,"ALIAS",1,4,------
FD,90,ALIAS,"ALIAS",1,4,------
FD,91,ALIAS,"ALIAS",1,4,------
FD,92,ALIAS,"ALIAS",1,4,------
FD,93,ALIAS,"ALIAS",1,4,------
FD,94,UNDOCUMENTED,"SUB IYH",2,8,***-1*
FD,95,UNDOCUMENTED,"SUB IYL",2,8,***-1*
FD,96,VALID,"SUB (IY+d)",3,19,***-1*
FD,97,ALIAS,"ALIAS",1,4,------
FD,98,ALIAS,"ALIAS",1,4,------
FD,99,ALIAS,"ALIAS",1,4,------
FD,9A,ALIAS,"ALIAS",1,4,------
FD,9B,ALIAS,"ALIAS",1,4,------
FD,9C,UNDOCUMENTED,"SBC A,IYH",2,8,***-1*
FD,9D,UNDOCUMENTED,"SBC A,IYL",2,8,***-1*
FD,9E,VALID,"SBC A,(IY+d)",3,19,***-1*
FD,9F,ALIAS,"ALIAS",1,4,------
FD,A0,ALIAS,"ALIAS",1,4,------
FD,A1,ALIAS,"ALIAS",1,4,------
FD,A2,ALIAS,"ALIAS",1,4,------
FD,A3,ALIAS,"ALIAS",1,4,------
FD,A4,UNDOCUMENTED,"AND IYH",2,8,**1-00
FD,A5,UNDOCUMENTED,"AND IYL",2,8,**1-00
FD,A6,VALID,"AND (IY+d)",3,19,**1-00
FD,A7,ALIAS,"ALIAS",1,4,------
FD,A8,ALIAS,"ALIAS",1,4,------
FD,A9,ALIAS,"ALIAS",1,4,------
FD,AA,ALIAS,"ALIAS",1,4,------
FD,AB,ALIAS,"ALIAS",1,4,------
FD,AC,UNDOCUMENTED,"XOR IYH",2,8,**0-00
FD,AD,UNDOCUMENTED,"XOR IYL",2,8,**0-00
FD,AE,VALID,"XOR (IY+d)",3,19,**0-00
FD,AF,ALIAS,"ALIAS",1,4,------
FD,B0,ALIAS,"ALIAS",1,4,------
FD,B1,ALIAS,"ALIAS",1,4,------
FD,B2,ALIAS,"ALIAS",1,4,------
FD,B3,ALIAS,"ALIAS",1,4,------
FD,B4,UNDOCUMENTED,"OR IYH",2,8,**0-00
FD,B5,UNDOCUMENTED,"OR IYL",2,8,**0-00
FD,B6,VALID,"OR (IY+d)",3,19,**0-00
FD,B7,ALIAS,"ALIAS",1,4,------
FD,B8,ALIAS,"ALIAS",1,4,------
FD,B9,ALIAS,"ALIAS",1,4,------
FD,BA,ALIAS,"ALIAS",1,4,------
FD,BB,ALIAS,"ALIAS",1,4,------
FD,BC,UNDOCUMENTED,"CP IYH",2,8,***-1*
FD,BD,UNDOCUMENTED,"CP IYL",2,8,***-1*
FD,BE,VALID,"CP (IY+d)",3,19,***-1*
FD,BF,ALIAS,"ALIAS",1,4,------
FD,C0,ALIAS,"ALIAS",1,4,------
FD,C1,ALIAS,"ALIAS",1,4,------
FD,C2,ALIAS,"ALIAS",1,4,------
FD,C3,ALIAS,"ALIAS",1,4,------
FD,C4,ALIAS,"ALIAS",1,4,------
FD,C5,ALIAS,"ALIAS",1,4,------
FD,C6,ALIAS,"ALIAS",1,4,------
FD,C7,ALIAS,"ALIAS",1,4,------
FD,C8,ALIAS,"ALIAS",1,4,------
FD,C9,ALIAS,"ALIAS",1,4,------
FD,CA,ALIAS,"ALIAS",1,4,------
FD,CB,VALID,"PREFIX FDCB",2,0,------
FD,CC,ALIAS,"ALIAS",1,4,------
FD,CD,ALIAS,"ALIAS",1,4,------
FD,CE,ALIAS,"ALIAS",1,4,------
FD,CF,ALIAS,"ALIAS",1,4,------
FD,D0,ALIAS,"ALIAS",1,4,------
FD,D1,ALIAS,"ALIAS",1,4,------
FD,D2,ALIAS,"ALIAS",1,4,------
FD,D3,ALIAS,"ALIAS",1,4,------
FD,D4,ALIAS,"ALIAS",1,4,------
FD,D5,ALIAS,"ALIAS",1,4,------
FD,D6,ALIAS,"ALIAS",1,4,------
FD,D7,ALIAS,"ALIAS",1,4,------
FD,D8,ALIAS,"ALIAS",1,4,------
FD,D9,ALIAS,"ALIAS",1,4,------
FD,DA,ALIAS,"ALIAS",1,4,------
FD,DB,ALIAS,"ALIAS",1,4,------
FD,DC,ALIAS,"ALIAS",1,4,------
FD,DD,ALIAS,"PREFIX DD",2,4,------
FD,DE,ALIAS,"ALIAS",1,4,------
FD,DF,ALIAS,"ALIAS",1,4,------
FD,E0,ALIAS,"ALIAS",1,4,------
FD,E1,VALID,"POP IY",2,14,------
FD,E2,ALIAS,"ALIAS",1,4,------
FD,E3,VALID,"EX (SP),IY",2,23,------
FD,E4,ALIAS,"ALIAS",1,4,------
FD,E5,VALID,"PUSH IY",2,15,------
FD,E6,ALIAS,"ALIAS",1,4,------
FD,E7,ALIAS,"ALIAS",1,4,------
FD,E8,ALIAS,"ALIAS",1,4,------
FD,E9,VALID,"JP (IY)",2,8,------
FD,EA,ALIAS,"ALIAS",1,4,------
FD,EB,ALIAS,"ALIAS",1,4,------
FD,EC,ALIAS,"ALIAS",1,4,------
FD,ED,ALIAS,"PREFIX ED",2,4,------
FD,EE,ALIAS,"ALIAS",1,4,------
FD,EF,ALIAS,"ALIAS",1,4,------
FD,F0,ALIAS,"ALIAS",1,4,------
FD,F1,ALIAS,"ALIAS",1,4,------
FD,F2,ALIAS,"ALIAS",1,4,------
FD,F3,ALIAS,"ALIAS",1,4,------
FD,F4,ALIAS,"ALIAS",1,4,------
FD,F5,ALIAS,"ALIAS",1,4,------
FD,F6,ALIAS,"ALIAS",1,4,------
FD,F7,ALIAS,"ALIAS",1,4,------
FD,F8,ALIAS,"ALIAS",1,4,------
FD,F9,VALID,"LD SP,IY",2,10,------
FD,FA,ALIAS,"ALIAS",1,4,------
FD,FB,ALIAS,"ALIAS",1,4,------
FD,FC,ALIAS,"ALIAS",1,4,------
FD,FD,ALIAS,"PREFIX FD",2,4,------
FD,FE,ALIAS,"ALIAS",1,4,------
FD,FF,ALIAS,"ALIAS",1,4,------
DDCB,00,UNDOCUMENTED,"RLC (IX+d),B",4,23,**0-0*
DDCB,01,UNDOCUMENTED,"RLC (IX+d),C",4,23,**0-0*
DDCB,02,UNDOCUMENTED,"RLC (IX+d),D",4,23,**0-0*
DDCB,03,UNDOCUMENTED,"RLC (IX+d),E",4,23,**0-0*
DDCB,04,UNDOCUMENTED,"RLC (IX+d),H",4,23,**0-0*
DDCB,05,UNDOCUMENTED,"RLC (IX+d),L",4,23,**0-0*
DDCB,06,VALID,"RLC (IX+d)",4,23,**0-0*
DDCB,07,UNDOCUMENTED,"RLC (IX+d),A",4,23,**0-0*
DDCB,08,UNDOCUMENTED,"RRC (IX+d),B",4,23,**0-0*
DDCB,09,UNDOCUMENTED,"RRC (IX+d),C",4,23,**0-0*
DDCB,0A,UNDOCUMENTED,"RRC (IX+d),D",4,23,**0-0*
DDCB,0B,UNDOCUMENTED,"RRC (IX+d),E",4,23,**0-0*
DDCB,0C,UNDOCUMENTED,"RRC (IX+d),H",4,23,**0-0*
DDCB,0D,UNDOCUMENTED,"RRC (IX+d),L",4,23,**0-0*
DDCB,0E,VALID,"RRC (IX+d)",4,23,**0-0*
DDCB,0F,UNDOCUMENTED,"RRC (IX+d),A",4,23,**0-0*
DDCB,10,UNDOCUMENTED,"RL (IX+d),B",4,23,**0-0*
DDCB,11,UNDOCUMENTED,"RL (IX+d),C",4,23,**0-0*
DDCB,12,UNDOCUMENTED,"RL (IX+d),D",4,23,**0-0*
DDCB,13,UNDOCUMENTED,"RL (IX+d),E",4,23,**0-0*
DDCB,14,UNDOCUMENTED,"RL (IX+d),H",4,23,**0-0*
DDCB,15,UNDOCUMENTED,"RL (IX+d),L",4,23,**0-0*
DDCB,16,VALID,"RL (IX+d)",4,23,**0-0*
DDCB,17,UNDOCUMENTED,"RL (IX+d),A",4,23,**0-0*
DDCB,18,UNDOCUMENTED,"RR (IX+d),B",4,23,**0-0*
DDCB,19,UNDOCUMENTED,"RR (IX+d),C",4,23,**0-0*
DDCB,1A,UNDOCUMENTED,"RR (IX+d),D",4,23,**0-0*
DDCB,1B,UNDOCUMENTED,"RR (IX+d),E",4,23,**0-0*
DDCB,1C,UNDOCUMENTED,"RR (IX+d),H",4,23,**0-0*
DDCB,1D,UNDOCUMENTED,"RR (IX+d),L",4,23,**0-0*
DDCB,1E,VALID,"RR (IX+d)",4,23,**0-0*
DDCB,1F,UNDOCUMENTED,"RR (IX+d),A",4,23,**0-0*
DDCB,20,UNDOCUMENTED,"SLA (IX+d),B",4,23,**0-0*
DDCB,21,UNDOCUMENTED,"SLA (IX+d),C",4,23,**0-0*
DDCB,22,UNDOCUMENTED,"SLA (IX+d),D",4,23,**0-0*
DDCB,23,UNDOCUMENTED,"SLA (IX+d),E",4,23,**0-0*
DDCB,24,UNDOCUMENTED,"SLA (IX+d),H",4,23,**0-0*
DDCB,25,UNDOCUMENTED,"SLA (IX+d),L",4,23,**0-0*
DDCB,26,VALID,"SLA (IX+d)",4,23,**0-0*
DDCB,27,UNDOCUMENTED,"SLA (IX+d),A",4,23,**0-0*
DDCB,28,UNDOCUMENTED,"SRA (IX+d),B",4,23,**0-0*
DDCB,29,UNDOCUMENTED,"SRA (IX+d),C",4,23,**0-0*
DDCB,2A,UNDOCUMENTED,"SRA (IX+d),D",4,23,**0-0*
DDCB,2B,UNDOCUMENTED,"SRA (IX+d),E",4,23,**0-0*
DDCB,2C,UNDOCUMENTED,"SRA (IX+d),H",4,23,**0-0*
DDCB,2D,UNDOCUMENTED,"SRA (IX+d),L",4,23,**0-0*
DDCB,2E,VALID,"SRA (IX+d)",4,23,**0-0*
DDCB,2F,UNDOCUMENTED,"SRA (IX+d),A",4,23,**0-0*
DDCB,30,UNDOCUMENTED,"SLL (IX+d),B",4,23,**0-0*
DDCB,31,UNDOCUMENTED,"SLL (IX+d),C",4,23,**0-0*
DDCB,32,UNDOCUMENTED,"SLL (IX+d),D",4,23,**0-0*
DDCB,33,UNDOCUMENTED,"SLL (IX+d),E",4,23,**0-0*
DDCB,34,UNDOCUMENTED,"SLL (IX+d),H",4,23,**0-0*
DDCB,35,UNDOCUMENTED,"SLL (IX+d),L",4,23,**0-0*
DDCB,36,VALID,"SLL (IX+d)",4,23,**0-0*
DDCB,37,UNDOCUMENTED,"SLL (IX+d),A",4,23,**0-0*
DDCB,38,UNDOCUMENTED,"SRL (IX+d),B",4,23,**0-0*
DDCB,39,UNDOCUMENTED,"SRL (IX+d),C",4,23,**0-0*
DDCB,3A,UNDOCUMENTED,"SRL (IX+d),D",4,23,**0-0*
DDCB,3B,UNDOCUMENTED,"SRL (IX+d),E",4,23,**0-0*
DDCB,3C,UNDOCUMENTED,"SRL (IX+d),H",4,23,**0-0*
DDCB,3D,UNDOCUMENTED,"SRL (IX+d),L",4,23,**0-0*
DDCB,3E,VALID,"SRL (IX+d)",4,23,**0-0*
DDCB,3F,UNDOCUMENTED,"SRL (IX+d),A",4,23,**0-0*
DDCB,40,UNDOCUMENTED,"BIT 0,(IX+d)",4,20,**1-0-
DDCB,41,UNDOCUMENTED,"BIT 0,(IX+d)",4,20,**1-0-
DDCB,42,UNDOCUMENTED,"BIT 0,(IX+d)",4,20,**1-0-
DDCB,43,UNDOCUMENTED,"BIT 0,(IX+d)",4,20,**1-0-
DDCB,44,UNDOCUMENTED,"BIT 0,(IX+d)",4,20,**1-0-
DDCB,45,UNDOCUMENTED,"BIT 0,(IX+d)",4,20,**1-0-
DDCB,46,VALID,"BIT 0,(IX+d)",4,20,**1-0-
DDCB,47,UNDOCUMENTED,"BIT 0,(IX+d)",4,20,**1-0-
DDCB,48,UNDOCUMENTED,"BIT 1,(IX+d)",4,20,**1-0-
DDCB,49,UNDOCUMENTED,"BIT 1,(IX+d)",4,20,**1-0-
DDCB,4A,UNDOCUMENTED,"BIT 1,(IX+d)",4,20,**1-0-
DDCB,4B,UNDOCUMENTED,"BIT 1,(IX+d)",4,20,**1-0-
DDCB,4C,UNDOCUMENTED,"BIT 1,(IX+d)",4,20,**1-0-
DDCB,4D,UNDOCUMENTED,"BIT 1,(IX+d)",4,20,**1-0-
DDCB,4E,VALID,"BIT 1,(IX+d)",4,20,**1-0-
DDCB,4F,UNDOCUMENTED,"BIT 1,(IX+d)",4,20,**1-0-
DDCB,50,UNDOCUMENTED,"BIT 2,(IX+d)",4,20,**1-0-
DDCB,51,UNDOCUMENTED,"BIT 2,(IX+d)",4,20,**1-0-
DDCB,52,UNDOCUMENTED,"BIT 2,(IX+d)",4,20,**1-0-
DDCB,53,UNDOCUMENTED,"BIT 2,(IX+d)",4,20,**1-0-
DDCB,54,UNDOCUMENTED,"BIT 2,(IX+d)",4,20,**1-0-
DDCB,55,UNDOCUMENTED,"BIT 2,(IX+d)",4,20,**1-0-
DDCB,56,VALID,"BIT 2,(IX+d)",4,20,**1-0-
DDCB,57,UNDOCUMENTED,"BIT 2,(IX+d)",4,20,**1-0-
DDCB,58,UNDOCUMENTED,"BIT 3,(IX+d)",4,20,**1-0-
DDCB,59,UNDOCUMENTED,"BIT 3,(IX+d)",4,20,**1-0-
DDCB,5A,UNDOCUMENTED,"BIT 3,(IX+d)",4,20,**1-0-
DDCB,5B,UNDOCUMENTED,"BIT 3,(IX+d)",4,20,**1-0-
DDCB,5C,UNDOCUMENTED,"BIT 3,(IX+d)",4,20,**1-0-
DDCB,5D,UNDOCUMENTED,"BIT 3,(IX+d)",4,20,**1-0-
DDCB,5E,VALID,"BIT 3,(IX+d)",4,20,**1-0-
DDCB,5F,UNDOCUMENTED,"BIT 3,(IX+d)",4,20,**1-0-
DDCB,60,UNDOCUMENTED,"BIT 4,(IX+d)",4,20,**1-0-
DDCB,61,UNDOCUMENTED,"BIT 4,(IX+d)",4,20,**1-0-
DDCB,62,UNDOCUMENTED,"BIT 4,(IX+d)",4,20,**1-0-
DDCB,63,UNDOCUMENTED,"BIT 4,(IX+d)",4,20,**1-0-
DDCB,64,UNDOCUMENTED,"BIT 4,(IX+d)",4,20,**1-0-
DDCB,65,UNDOCUMENTED,"BIT 4,(IX+d)",4,20,**1-0-
DDCB,66,VALID,"BIT 4,(IX+d)",4,20,**1-0-
DDCB,67,UNDOCUMENTED,"BIT 4,(IX+d)",4,20,**1-0-
DDCB,68,UNDOCUMENTED,"BIT 5,(IX+d)",4,20,**1-0-
DDCB,69,UNDOCUMENTED,"BIT 5,(IX+d)",4,20,**1-0-
DDCB,6A,UNDOCUMENTED,"BIT 5,(IX+d)",4,20,**1-0-
DDCB,6B,UNDOCUMENTED,"BIT 5,(IX+d)",4,20,**1-0-
DDCB,6C,UNDOCUMENTED,"BIT 5,(IX+d)",4,20,**1-0-
DDCB,6D,UNDOCUMENTED,"BIT 5,(IX+d)",4,20,**1-0-
DDCB,6E,VALID,"BIT 5,(IX+d)",4,20,**1-0-
DDCB,6F,UNDOCUMENTED,"BIT 5,(IX+d)",4,20,**1-0-
DDCB,70,UNDOCUMENTED,"BIT 6,(IX+d)",4,20,**1-0-
DDCB,71,UNDOCUMENTED,"BIT 6,(IX+d)",4,20,**1-0-
DDCB,72,UNDOCUMENTED,"BIT 6,(IX+d)",4,20,**1-0-
DDCB,73,UNDOCUMENTED,"BIT 6,(IX+d)",4,20,**1-0-
DDCB,74,UNDOCUMENTED,"BIT 6,(IX+d)",4,20,**1-0-
DDCB,75,UNDOCUMENTED,"BIT 6,(IX+d)",4,20,**1-0-
DDCB,76,VALID,"BIT 6,(IX+d)",4,20,**1-0-
DDCB,77,UNDOCUMENTED,"BIT 6,(IX+d)",4,20,**1-0-
DDCB,78,UNDOCUMENTED,"BIT 7,(IX+d)",4,20,**1-0-
DDCB,79,UNDOCUMENTED,"BIT 7,(IX+d)",4,20,**1-0-
DDCB,7A,UNDOCUMENTED,"BIT 7,(IX+d)",4,20,**1-0-
DDCB,7B,UNDOCUMENTED,"BIT 7,(IX+d)",4,20,**1-0-
DDCB,7C,UNDOCUMENTED,"BIT 7,(IX+d)",4,20,**1-0-
DDCB,7D,UNDOCUMENTED,"BIT 7,(IX+d)",4,20,**1-0-
DDCB,7E,VALID,"BIT 7,(IX+d)",4,20,**1-0-
DDCB,7F,UNDOCUMENTED,"BIT 7,(IX+d)",4,20,**1-0-
DDCB,80,UNDOCUMENTED,"RES 0,(IX+d),B",4,23,------
DDCB,81,UNDOCUMENTED,"RES 0,(IX+d),C",4,23,------
DDCB,82,UNDOCUMENTED,"RES 0,(IX+d),D",4,23,------
DDCB,83,UNDOCUMENTED,"RES 0,(IX+d),E",4,23,------
DDCB,84,UNDOCUMENTED,"RES 0,(IX+d),H",4,23,------
DDCB,85,UNDOCUMENTED,"RES 0,(IX+d),L",4,23,------
DDCB,86,VALID,"RES 0,(IX+d)",4,23,------
DDCB,87,UNDOCUMENTED,"RES 0,(IX+d),A",4,23,------
DDCB,88,UNDOCUMENTED,"RES 1,(IX+d),B",4,23,------
DDCB,89,UNDOCUMENTED,"RES 1,(IX+d),C",4,23,------
DDCB,8A,UNDOCUMENTED,"RES 1,(IX+d),D",4,23,------
DDCB,8B,UNDOCUMENTED,"RES 1,(IX+d),E",4,23,------
DDCB,8C,UNDOCUMENTED,"RES 1,(IX+d),H",4,23,------
DDCB,8D,UNDOCUMENTED,"RES 1,(IX+d),L",4,23,------
DDCB,8E,VALID,"RES 1,(IX+d)",4,23,------
DDCB,8F,UNDOCUMENTED,"RES 1,(IX+d),A",4,23,------
DDCB,90,UNDOCUMENTED,"RES 2,(IX+d),B",4,23,------
DDCB,91,UNDOCUMENTED,"RES 2,(IX+d),C",4,23,------
DDCB,92,UNDOCUMENTED,"RES 2,(IX+d),D",4,23,------
DDCB,93,UNDOCUMENTED,"RES 2,(IX+d),E",4,23,------
DDCB,94,UNDOCUMENTED,"RES 2,(IX+d),H",4,23,------
DDCB,95,UNDOCUMENTED,"RES 2,(IX+d),L",4,23,------
DDCB,96,VALID,"RES 2,(IX+d)",4,23,------
DDCB,97,UNDOCUMENTED,"RES 2,(IX+d),A",4,23,------
DDCB,98,UNDOCUMENTED,"RES 3,(IX+d),B",4,23,------
DDCB,99,UNDOCUMENTED,"RES 3,(IX+d),C",4,23,------
DDCB,9A,UNDOCUMENTED,"RES 3,(IX+d),D",4,23,------
DDCB,9B,UNDOCUMENTED,"RES 3,(IX+d),E",4,23,------
DDCB,9C,UNDOCUMENTED,"RES 3,(IX+d),H",4,23,------
DDCB,9D,UNDOCUMENTED,"RES 3,(IX+d),L",4,23,------
DDCB,9E,VALID,"RES 3,(IX+d)",4,23,------
DDCB,9F,UNDOCUMENTED,"RES 3,(IX+d),A",4,23,------
DDCB,A0,UNDOCUMENTED,"RES 4,(IX+d),B",4,23,------
DDCB,A1,UNDOCUMENTED,"RES 4,(IX+d),C",4,23,------
DDCB,A2,UNDOCUMENTED,"RES 4,(IX+d),D",4,23,------
DDCB,A3,UNDOCUMENTED,"RES 4,(IX+d),E",4,23,------
DDCB,A4,UNDOCUMENTED,"RES 4,(IX+d),H",4,23,------
DDCB,A5,UNDOCUMENTED,"RES 4,(IX+d),L",4,23,------
DDCB,A6,VALID,"RES 4,(IX+d)",4,23,------
DDCB,A7,UNDOCUMENTED,"RES 4,(IX+d),A",4,23,------
DDCB,A8,UNDOCUMENTED,"RES 5,(IX+d),B",4,23,------
DDCB,A9,UNDOCUMENTED,"RES 5,(IX+d),C",4,23,------
DDCB,AA,UNDOCUMENTED,"RES 5,(IX+d),D",4,23,------
DDCB,AB,UNDOCUMENTED,"RES 5,(IX+d),E",4,23,------
DDCB,AC,UNDOCUMENTED,"RES 5,(IX+d),H",4,23,------
DDCB,AD,UNDOCUMENTED,"RES 5,(IX+d),L",4,23,------
DDCB,AE,VALID,"RES 5,(IX+d)",4,23,------
DDCB,AF,UNDOCUMENTED,"RES 5,(IX+d),A",4,23,------
DDCB,B0,UNDOCUMENTED,"RES 6,(IX+d),B",4,23,------
DDCB,B1,UNDOCUMENTED,"RES 6,(IX+d),C",4,23,------
DDCB,B2,UNDOCUMENTED,"RES 6,(IX+d),D",4,23,------
DDCB,B3,UNDOCUMENTED,"RES 6,(IX+d),E",4,23,------
DDCB,B4,UNDOCUMENTED,"RES 6,(IX+d),H",4,23,------
DDCB,B5,UNDOCUMENTED,"RES 6,(IX+d),L",4,23,------
DDCB,B6,VALID,"RES 6,(IX+d)",4,23,------
DDCB,B7,UNDOCUMENTED,"RES 6,(IX+d),A",4,23,------
DDCB,B8,UNDOCUMENTED,"RES 7,(IX+d),B",4,23,------
DDCB,B9,UNDOCUMENTED,"RES 7,(IX+d),C",4,23,------
DDCB,BA,UNDOCUMENTED,"RES 7,(IX+d),D",4,23,------
DDCB,BB,UNDOCUMENTED,"RES 7,(IX+d),E",4,23,------
DDCB,BC,UNDOCUMENTED,"RES 7,(IX+d),H",4,23,------
DDCB,BD,UNDOCUMENTED,"RES 7,(IX+d),L",4,23,------
DDCB,BE,VALID,"RES 7,(IX+d)",4,23,------
DDCB,BF,UNDOCUMENTED,"RES 7,(IX+d),A",4,23,------
DDCB,C0,UNDOCUMENTED,"SET 0,(IX+d),B",4,23,------
DDCB,C1,UNDOCUMENTED,"SET 0,(IX+d),C",4,23,------
DDCB,C2,UNDOCUMENTED,"SET 0,(IX+d),D",4,23,------
DDCB,C3,UNDOCUMENTED,"SET 0,(IX+d),E",4,23,------
DDCB,C4,UNDOCUMENTED,"SET 0,(IX+d),H",4,23,------
DDCB,C5,UNDOCUMENTED,"SET 0,(IX+d),L",4,23,------
DDCB,C6,VALID,"SET 0,(IX+d)",4,23,------
DDCB,C7,UNDOCUMENTED,"SET 0,(IX+d),A",4,23,------
DDCB,C8,UNDOCUMENTED,"SET 1,(IX+d),B",4,23,------
DDCB,C9,UNDOCUMENTED,"SET 1,(IX+d),C",4,23,------
DDCB,CA,UNDOCUMENTED,"SET 1,(IX+d),D",4,23,------
DDCB,CB,UNDOCUMENTED,"SET 1,(IX+d),E",4,23,------
DDCB,CC,UNDOCUMENTED,"SET 1,(IX+d),H",4,23,------
DDCB,CD,UNDOCUMENTED,"SET 1,(IX+d),L",4,23,------
DDCB,CE,VALID,"SET 1,(IX+d)",4,23,------
DDCB,CF,UNDOCUMENTED,"SET 1,(IX+d),A",4,23,------
DDCB,D0,UNDOCUMENTED,"SET 2,(IX+d),B",4,23,------
DDCB,D1,UNDOCUMENTED,"SET 2,(IX+d),C",4,23,------
DDCB,D2,UNDOCUMENTED,"SET 2,(IX+d),D",4,23,------
DDCB,D3,UNDOCUMENTED,"SET 2,(IX+d),E",4,23,------
DDCB,D4,UNDOCUMENTED,"SET 2,(IX+d),H",4,23,------
DDCB,D5,UNDOCUMENTED,"SET 2,(IX+d),L",4,23,------
DDCB,D6,VALID,"SET 2,(IX+d)",4,23,------
DDCB,D7,UNDOCUMENTED,"SET 2,(IX+d),A",4,23,------
DDCB,D8,UNDOCUMENTED,"SET 3,(IX+d),B",4,23,------
DDCB,D9,UNDOCUMENTED,"SET 3,(IX+d),C",4,23,------
DDCB,DA,UNDOCUMENTED,"SET 3,(IX+d),D",4,23,------
DDCB,DB,UNDOCUMENTED,"SET 3,(IX+d),E",4,23,------
DDCB,DC,UNDOCUMENTED,"SET 3,(IX+d),H",4,23,------
DDCB,DD,UNDOCUMENTED,"SET 3,(IX+d),L",4,23,------
DDCB,DE,VALID,"SET 3,(IX+d)",4,23,------
DDCB,DF,UNDOCUMENTED,"SET 3,(IX+d),A",4,23,------
DDCB,E0,UNDOCUMENTED,"SET 4,(IX+d),B",4,23,------
DDCB,E1,UNDOCUMENTED,"SET 4,(IX+d),C",4,23,------
DDCB,E2,UNDOCUMENTED,"SET 4,(IX+d),D",4,23,------
DDCB,E3,UNDOCUMENTED,"SET 4,(IX+d),E",4,23,------
DDCB,E4,UNDOCUMENTED,"SET 4,(IX+d),H",4,23,------
DDCB,E5,UNDOCUMENTED,"SET 4,(IX+d),L",4,23,------
DDCB,E6,VALID,"SET 4,(IX+d)",4,23,------
DDCB,E7,UNDOCUMENTED,"SET 4,(IX+d),A",4,23,------
DDCB,E8,UNDOCUMENTED,"SET 5,(IX+d),B",4,23,------
DDCB,E9,UNDOCUMENTED,"SET 5,(IX+d),C",4,23,------
